"SERIAL 
NUMBER",BANK NAME,BANK ID,BRANCH NAME,BRANCH ADDRESS,MAP COORDINATES,BRANCH POPULATION,POPULATION RATIO,YEAR,REVENUE,EXPENSE,PROFIT,BRANCH CODE,DIVISION NAME,DISTRICT NAME,THANA NAME
23,AGRANI BANK PLC,11,HAJIGONJ,"Hajiganj East Bazar, Hajiganj, Chandpur 3610","23.251519575193004, 90.8534570543878",155324,0.55%,2022,72915876.17,59900598.01,1201910.05,110024,CHATTOGRAM,CHANDPUR,HAJIGANJ
24,AGRANI BANK PLC,11,KHAJURIA BAZAR,"Khajuria, Singhargoan, Faridganj, Chandpur 3650","23.036498798164587, 90.97985250507718",162640,0.57%,2022,76350247.1,62721943.42,1258520.56,110025,CHATTOGRAM,CHANDPUR,FARIDGANJ
25,AGRANI BANK PLC,11,MATLAB BAZAR,"Agrani Bank Road, Matlab, Matlab South, Chandpur 3640","23.372171397747376, 90.77269999671782",71417,0.25%,2022,33526221.05,27541885.19,552630.02,110026,CHATTOGRAM,CHANDPUR,MATLAB SOUTH
26,AGRANI BANK PLC,11,SHAHRASTI,"Niz Maher, Shahrasti, Chandpur 3620","23.231483672260985, 90.94888436674735",229118,0.81%,2022,107557874.4,88359097.28,1772932,110027,CHATTOGRAM,CHANDPUR,SHAHRASTI
27,AGRANI BANK PLC,11,MUNSHIRHAT,"Degaldi, Munshirhat Bazar, Matlab South, Chandpur 3640","23.353981096212305, 90.7072199514237",244006,0.86%,2022,114547131.7,94100791.88,1888139.53,110028,CHATTOGRAM,CHANDPUR,MATLAB SOUTH
28,AGRANI BANK PLC,11,NARAYANPUR,"Sarpar, Narayanpur Bazar, Matlab South, Chandpur 3640","23.37852864455141, 90.77388723241017",60915,0.21%,2022,28595894.43,23491607.95,471360.9,110029,CHATTOGRAM,CHANDPUR,MATLAB SOUTH
29,AGRANI BANK PLC,11,NATUN BAZAR,"Sadar Road, Natun Bazar, Patuakhali 8600","22.364347469846507, 90.34592036687728",94939,1.22%,2022,52053084.13,42761755.48,858017.87,110030,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
30,AGRANI BANK PLC,11,JUKTIKHULA,"Juktikhola Bazar, Nangalkot, Comilla","23.241180818092825, 91.21032242555135",89757,0.32%,2022,42135751.99,34614639.14,694545.36,110031,CHATTOGRAM,CUMILLA,NANGOLKOT
31,AGRANI BANK PLC,11,RUPSHA BAZAR,"Rupsha Bazar, Faridganj, Chandpur 3652","23.133731603485575, 90.7827629678767",103138,0.36%,2022,48417229.87,39774890.95,798086.21,110032,CHATTOGRAM,CHANDPUR,FARIDGANJ
32,AGRANI BANK PLC,11,PURAN BAZAR,"Hatkhola Road, Kotwali, Barisal 8200","22.86942988732356, 90.31987191205253",28059,0.36%,2022,15383958.28,12637965.13,253581.73,110033,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
33,AGRANI BANK PLC,11,STATION ROAD,"JM Sengupta Road, Chandpur 3600","23.218634396514812, 90.66538375438712",65229,0.23%,2022,30621147.26,25155358.87,504744.19,110034,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
34,AGRANI BANK PLC,11,CHENGARCHAR BAZAR,"College Road, Changarchar, Matlab North, Chandpur 3641","23.354847515232162, 90.70814587074555",73954,0.26%,2022,34716963.59,28520083.54,572257.64,110035,CHATTOGRAM,CHANDPUR,MATLAB UTTAR
35,AGRANI BANK PLC,11,NANDALALPUR,"Nandalalpur, Matlab North, Chandpur 3640","23.42250951642205, 90.72961902585234",85786,0.30%,2022,40271677.76,33083296.91,663818.86,110036,CHATTOGRAM,CHANDPUR,MATLAB UTTAR
36,AGRANI BANK PLC,11,RAMCHANDRAPUR BAZAR,"Hajiganj East Bazar, Hajiganj, Chandpur 3610","23.251430858133762, 90.85342486787911",175153,0.62%,2022,82224285.89,67547482.86,1355345.37,110037,CHATTOGRAM,CHANDPUR,HAJIGANJ
37,AGRANI BANK PLC,11,BALITHUBA,"Balithuba, Candra Bazar, Foridganj, Chandpur 3651","23.20319673509627, 90.73797049198994",130905,0.46%,2022,61452637.91,50483515.43,1012955.57,110038,CHATTOGRAM,CHANDPUR,FARIDGANJ
38,AGRANI BANK PLC,11,ALGI BAZAR,"Algi Bazar, Chandpur","23.098975359168687, 90.68085203903978",109575,0.39%,2022,51439232.56,42257474.68,847899.44,110039,CHATTOGRAM,CHANDPUR,HAIMCHAR
39,AGRANI BANK PLC,11,FORKKABAD,"Forrokabad, Chandpur","23.225653609954314, 90.6527600395473",55910,0.20%,2022,26246697.65,21561736.18,432637.87,110040,CHATTOGRAM,CHANDPUR,CHANDPUR SADAR
40,AGRANI BANK PLC,11,AMIRHAT,"Fakirhat Bazar, Raozan, Chittagong 4340","22.67592187500731, 91.81024790335242",103309,0.36%,2022,48497607.93,39840921.75,799411.12,110041,CHATTOGRAM,CHATTOGRAM,RAOZAN
41,AGRANI BANK PLC,11,AIRBASE,"BAF Shaheen, Chittagong Airport, Patenga, Chittagong 4205","22.266704367813322, 91.81505483229654",77123,0.27%,2022,36204699.33,29742262.65,596780.76,110042,CHATTOGRAM,CHATTOGRAM,PATENGA
42,AGRANI BANK PLC,11,ASADGONJ CORPORATE,"Asadgonj Branch, P.O.# Chittagong Sadae, P.S.# Kotwali Chattogram 4100","22.338582860673377, 91.84316910507741",31127,0.11%,2022,14612474.12,12004188.72,240864.96,110044,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
43,AGRANI BANK PLC,11,ASKERDIGHI,"SS Khaled Road, GPO, Kotwali, Chittagong 4000","22.348179608760834, 91.82645621204222",19808,0.07%,2022,9298847.17,7639029.18,153277.7,110045,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
44,AGRANI BANK PLC,11,AZADI BAZAR,"Azadi Bazar, Fatikchari, Chittagong 4351","22.616301955557336, 91.84725611019391",173581,0.61%,2022,81486405.77,66941312.25,1343182.51,110046,CHATTOGRAM,CHATTOGRAM,FATIKCHARI
45,AGRANI BANK PLC,11,SITAKUNDA,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358580324904953, 91.78315144087873",387832,1.37%,2022,182065073.6,149566971.7,3001072.64,110047,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
46,AGRANI BANK PLC,11,BARAIYER HAT,"Masjid Road, Hinguli, Mirsarai, Chittagong 4326","22.895189320282046, 91.53511981205308",35862,0.13%,2022,16835170.05,13830139.69,277502.8,110048,CHATTOGRAM,CHATTOGRAM,JORARGANJ
47,AGRANI BANK PLC,11,BARADARGAR HAT,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358266392232018, 91.78438675437002",96958,0.34%,2022,45516268.4,37391742.92,750268.16,110049,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
48,AGRANI BANK PLC,11,CADET COLLEGE,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358001016572857, 91.78487188472972",108593,0.38%,2022,50978220.61,41878752.07,840300.34,110050,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
49,AGRANI BANK PLC,11,CHAKTAI,"70 New Chakai Road, Kotwali, Chittagong 4000","22.346613332796398, 91.83359867732752",196877,0.69%,2022,92422557.96,75925392.13,1523448.76,110051,CHATTOGRAM,CHATTOGRAM,BAKOLIA
50,AGRANI BANK PLC,11,CHATTESWARI ROAD,"Enaetur Rahman Sarak, Kotwali, Barisal 8200","22.702609564223756, 90.36563009257314",64045,0.23%,2022,30065392.3,24698804.6,495583.39,110052,CHATTOGRAM,CHATTOGRAM,CHAWKBAZAR
51,AGRANI BANK PLC,11,COLONEL HAT,"Dhaka Trunk Road, Colonel Hat, Pahartali, Chittagong 4317","22.369042279702636, 91.77775891442467",68248,0.24%,2022,32038720.03,26319898.9,528110.77,110053,CHATTOGRAM,CHATTOGRAM,AKBOR SHAH
52,AGRANI BANK PLC,11,DOHAZARI,Dohazari Branch,"22.166165196136305, 92.06548521969209",233017,0.82%,2022,109388233.2,89862742.21,1803102.75,110054,CHATTOGRAM,CHATTOGRAM,CHANDANAISH
53,AGRANI BANK PLC,11,DURGAPUR,"Durgapur, Bharatvaj Hat, Mirsharai, Chittagong 4323","22.818401952316893, 91.54399653903413",175435,0.62%,2022,82356776.83,67656324.54,1357529.29,110055,CHATTOGRAM,CHATTOGRAM,MIRSARAI
54,AGRANI BANK PLC,11,SUBAR BAZAR,"Subar Bazar, Feni","23.02295925161834, 91.40282491604245",55590,0.20%,2022,26096156.63,21438066.3,430156.43,110056,CHATTOGRAM,FENI,PARSHURAM
55,AGRANI BANK PLC,11,FERINGEE BAZAR,"Shib Bari Lane, Kotwali, Chittagong 4000","22.347843141863457, 91.834113659269",42446,0.15%,2022,19926101.07,16369348.25,328452.22,110057,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
56,AGRANI BANK PLC,11,FOUZDER HAT,"Dhaka Trunk Road, Zafarabad, Pahartali, Chittagong 4317","22.34532474886386, 91.80146341968955",83415,0.29%,2022,39158435.59,32168765.33,645468.72,110058,CHATTOGRAM,CHATTOGRAM,AKBOR SHAH
57,AGRANI BANK PLC,11,HALISHAHAR,"Eidgah, DT Road, Halishahar, Chittagong 4228","22.350924190187143, 91.79485116971482",67467,0.24%,2022,31671948.8,26018595.3,522065.09,110059,CHATTOGRAM,CHATTOGRAM,HALISHAR
58,AGRANI BANK PLC,11,INDUSTRIAL AREA,"Baizid Bostami Mazar, Baizid Bostami, Chittagong","22.38971968132396, 91.8096826580779",79238,0.28%,2022,37197627.91,30557956.28,613147.71,110061,CHATTOGRAM,CHATTOGRAM,BAIOZID BOSTAMI
59,AGRANI BANK PLC,11,ISAKHALI,"Rangunia, Chittagong 4360","22.481557720296387, 92.13787808244388",186452,0.66%,2022,87528707.07,71905079.82,1442780.89,110062,CHATTOGRAM,CHATTOGRAM,RANGUNIA
60,AGRANI BANK PLC,11,AGRABAD(JB) CORPORATE,"Jahan Building-2, 24, Sheikh Mujib Road, Agrabad, Chattogram","22.327748015506476, 91.81567281981074",60700,0.21%,2022,28495137.84,23408836.14,469700.07,110063,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
61,AGRANI BANK PLC,11,JALALABAD,"Bottoli Bazar, Kulgaon, Haji Saleh Bazar, Baizid Road, Chittagong 4216","22.401968558895366, 91.81826035437085",89353,0.31%,2022,41946261.26,34458971.98,691421.89,110064,CHATTOGRAM,CHATTOGRAM,BAIOZID BOSTAMI
62,AGRANI BANK PLC,11,JUBILEE ROAD,"129 Jubilee Road, Kotwali, Chittagong 4000","22.337917054344427, 91.83086498320584",14149,0.05%,2022,6642033.69,5456449.42,109484.07,110065,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
63,AGRANI BANK PLC,11,KAPASHGOLA,"Enaetur Rahman Sarak, Kotwali, Barisal 8200","22.700867147769873, 90.36950853392948",96067,0.34%,2022,45098088.45,37048206.91,743375.08,110066,CHATTOGRAM,CHATTOGRAM,CHAWKBAZAR
64,AGRANI BANK PLC,11,KHATUNGANJ,"Khatunganj Road, Kotwali, Chittagong 4000","22.338188420468608, 91.84317038276274",25468,0.09%,2022,11955660.64,9821608.95,197071.33,110067,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
65,AGRANI BANK PLC,11,LALDIGHI EAST,"1012-1013 Laldighi East Side, Kotwali, Chittagong 4000","22.33911093586263, 91.838192152533",53765,0.19%,2022,25239728.02,20734507.79,416039.47,110068,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
66,AGRANI BANK PLC,11,MEDICAL COLLEGE,"Tomchon Bridge, Comilla Medical College, Cumilla","23.452577976390913, 91.19559055793324",30993,0.11%,2022,14549620.38,11952554.19,239828.91,110069,CHATTOGRAM,CHATTOGRAM,PANCHLAISH
67,AGRANI BANK PLC,11,NAZIRHAT,"Nazirhat Bazar, Fatikchhari, Chittagong 4353","22.38075791113459, 91.76531637469846",220921,0.78%,2022,103709971,85198033.78,1709505.02,110070,CHATTOGRAM,CHATTOGRAM,FATIKCHARI
68,AGRANI BANK PLC,11,NEW MARKET CORP CTG,"886/904 HS Sohrawardy Road, Kotwali, Chittagong 4000","22.352447347208166, 91.82505852148955",50936,0.18%,2022,23911321.29,19643217.9,394142.66,110071,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
69,AGRANI BANK PLC,11,PAHARTALI,"DT Road, Pahartali Bazar, Chittagong 4202","22.35760418261375, 91.79272892536255",198894,0.70%,2022,93369424.78,76703245.9,1539056.45,110073,CHATTOGRAM,CHATTOGRAM,PAHARTALI
70,AGRANI BANK PLC,11,PORT,"BSC Bhaban, Chittagong Port, Bandar, Chittagong 4100","22.312255779079223, 91.80021274880822",213598,0.75%,2022,100272116.8,82373826.85,1652837.09,110074,CHATTOGRAM,CHATTOGRAM,BANDAR CTG.
71,AGRANI BANK PLC,11,ROUZAN,"Fakirhat Bazar, Raozan, Chittagong 4340","22.317912883815524, 91.80449350433325",112994,0.40%,2022,53044258.67,43576008.16,874355.91,110075,CHATTOGRAM,CHATTOGRAM,RAOZAN
72,AGRANI BANK PLC,11,REAZUDDIN BAZAR,"Sadarghat, Chapai Nawabganj 6300","23.749094149651718, 90.42712125989782",37256,0.13%,2022,17489785.04,14367907.76,288293.16,110076,CHATTOGRAM,CHATTOGRAM,SADARGHAT
73,AGRANI BANK PLC,11,SADARGHAT,"Sadarghat, Chapai Nawabganj 6300","23.74658012988402, 90.36394987216643",106447,0.37%,2022,49970814.4,41051165.02,823694.74,110077,CHATTOGRAM,CHATTOGRAM,SADARGHAT
74,AGRANI BANK PLC,11,SHANTINIKETAN,"Shanti Niketan Bazar, Rangunia, Chittagong 4360","22.418245783451216, 91.87979710874293",152552,0.54%,2022,71614396.69,58831428.94,1180457.09,110078,CHATTOGRAM,CHATTOGRAM,RANGUNIA
75,AGRANI BANK PLC,11,SK MUJIB ROAD,"Sk Mujib Sarak, Agrabad, Chittagong 4000","22.340742781497706, 91.81353567552321",60700,0.21%,2022,28495137.84,23408836.14,469700.07,110079,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
76,AGRANI BANK PLC,11,"SRTRAND ROAD
CORPORATE","Sadarghat, Chapai Nawabganj 6300","24.638802148297934, 88.27655638642747",34063,0.12%,2022,15990660.61,13136372.81,263582.32,110080,CHATTOGRAM,CHATTOGRAM,SADARGHAT
77,AGRANI BANK PLC,11,CTG.UNIVERSITY,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.499724663563605, 91.80805476513879",104618,0.37%,2022,49112010.42,40345655.13,809538.63,110082,CHATTOGRAM,CHATTOGRAM,HATHAZARI
78,AGRANI BANK PLC,11,"COMMERCIAL AREA
CORPORATE",N/A,0,52028,0.18%,2022,24424403.87,20064716.69,402600.06,110083,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
79,AGRANI BANK PLC,11,MODUNAGHAT,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.436034228229335, 91.87182696769918",89672,0.32%,2022,42096008.93,34581990.11,693890.26,110084,CHATTOGRAM,CHATTOGRAM,HATHAZARI
80,AGRANI BANK PLC,11,AMANAT KHAN SARAK,"Amanat Khan Sarak, Chittagong Port, Kotwali, Chittagong 4100","22.30942702992752, 91.80166020833427",75152,0.26%,2022,35279694.47,28982368.55,581533.43,110085,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
81,AGRANI BANK PLC,11,STEEL MILLS,"Steel Mills, Potenga, Chittagong 4200","22.26922617674734, 91.7916385858621",63100,0.22%,2022,29622026.72,24334578.53,488275.17,110086,CHATTOGRAM,CHATTOGRAM,PATENGA
82,AGRANI BANK PLC,11,KHULSHI,"Jakir Hossain Road, Dampara, Khulshi, Chittagong 4000","22.36220949584418, 91.80157319669765",138710,0.49%,2022,65116491.43,53493381.44,1073348.76,110087,CHATTOGRAM,CHATTOGRAM,KULSHI
83,AGRANI BANK PLC,11,FATEABAD,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.47343048628978, 91.78703136198583",129527,0.46%,2022,60805346.23,49951763.49,1002285.93,110088,CHATTOGRAM,CHATTOGRAM,HATHAZARI
84,AGRANI BANK PLC,11,SAMITIR HAT,"Shamitirhat Bazar, Fatikchhari, Chittagong 4333","22.591324874703517, 91.83187199670209",131501,0.46%,2022,61732125.58,50713115.34,1017562.51,110089,CHATTOGRAM,CHATTOGRAM,FATIKCHARI
85,AGRANI BANK PLC,11,LAL KHAN BAZAR,"CDA Avenue, Kotwali, Chittagong 4000","22.355194599912277, 91.82208075436994",104641,0.37%,2022,49122967.22,40354656.17,809719.24,110090,CHATTOGRAM,CHATTOGRAM,KULSHI
86,AGRANI BANK PLC,11,BAHADDAR HAT,"Bahaddar Hat, Chandgaon, Chittagong 4212","22.371049341752236, 91.84377216034707",178390,0.63%,2022,83743962.55,68795901.52,1380394.99,110091,CHATTOGRAM,CHATTOGRAM,CHANDGAON
87,AGRANI BANK PLC,11,ARTILLERY CENTRE,"Artillery Road, Halishahar, Chittagong 4216","22.351835039003547, 91.79459115748232",57472,0.20%,2022,26979808.23,22163988.59,444722.11,110092,CHATTOGRAM,CHATTOGRAM,HALISHAR
88,AGRANI BANK PLC,11,E.P.Z.CORPORATE,"Bay Shopping Centre, Chittagong","22.29295401831479, 91.78199291018761",256168,0.90%,2022,120256311.4,98790899.15,1982246.89,110093,CHATTOGRAM,CHATTOGRAM,EPZ
89,AGRANI BANK PLC,11,MADAMBIBIR HAT,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358540635876846, 91.78302269484395",93080,0.33%,2022,43695617.67,35896073.2,720257.43,110094,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
90,AGRANI BANK PLC,11,GAHIRA,"Fakirhat Bazar, Raozan, Chittagong 4340","22.38949933231799, 91.76129594746764",106537,0.38%,2022,50013158.17,41085950.55,824392.72,110095,CHATTOGRAM,CHATTOGRAM,RAOZAN
91,AGRANI BANK PLC,11,PRESS CLUB,"Jamal Khan Road, Rahmatganj, Kotwali, Chittagong 4000","22.34704828490389, 91.83397122949879",45276,0.16%,2022,21254507.81,17460638.14,350349.03,110096,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
92,AGRANI BANK PLC,11,HATHAZARI,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.346305476013164, 91.83124471378957",498179,1.75%,2022,233866716.3,192122167.3,3854945.87,110097,CHATTOGRAM,CHATTOGRAM,HATHAZARI
93,AGRANI BANK PLC,11,"ISLAMI BANKING
WINDOW AGRABAD",N/A,0,43357,0.15%,2022,20353669.89,16720597.24,335500.05,110098,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
94,AGRANI BANK PLC,11,SWANDIP,"Sandwip, Chittagong","22.485497035970745, 91.4613286678638",278605,0.98%,2022,130789207.3,107443702.8,2155866.05,110099,CHATTOGRAM,CHATTOGRAM,SANDWIP
95,AGRANI BANK PLC,11,CHAPRI BAZAR,"Madhupur Bus Stand, Madhupur, Tangail 1996","24.60741205602279, 90.02897425601202",133528,0.37%,2022,63948681.95,52534022.65,1054099.15,110101,DHAKA,TANGAIL,MADHUPUR
96,AGRANI BANK PLC,11,SHIBPUR,"Nabinagar, Brahmanbaria 3410","23.843467767287127, 91.0378826545023",108574,0.38%,2022,50969301.19,41871424.74,840153.32,110102,DHAKA,NARSHINGDI,SHIBPUR
97,AGRANI BANK PLC,11,TRISHAL,"Trishal, Mymensingh","24.58198481201666, 90.39002352557964",419308,3.34%,2022,123788805.4,101692852.9,2040474.81,110103,MYMENSINGH,MYMENSINGH,TRISAL
98,AGRANI BANK PLC,11,BANGRAM BAZAR,"Mukshudpur, Gopalganj","23.014961581521895, 89.83142202584106",43411,0.12%,2022,20790162.35,17079177.03,342694.98,110104,DHAKA,GOPALGANJ,MUKSUDPUR
99,AGRANI BANK PLC,11,BHANAGARHAT,"32Q2+V9R, kaliganj Bazar, kotalipara","23.091184058893607, 90.00090324711421",85302,0.23%,2022,40852300.96,33560280.51,673389.58,110105,DHAKA,GOPALGANJ,KOTWALIPARA
100,AGRANI BANK PLC,11,RAMDIA,"Kaskorra Bazar, Alamdanga, Chuadanga 7210","23.76122752459834, 88.94695855439835",124569,0.34%,2022,59658052.08,49009258.11,983374.48,110106,DHAKA,GOPALGANJ,KASIANI
101,AGRANI BANK PLC,11,KALIAKOIR,"Kaliakoir, Gazipur 1613","24.07878758399002, 90.21028999673258",249100,0.68%,2022,119297905.4,98003565.86,1966448.99,110107,DHAKA,GAZIPUR,KALIAKOIR
102,AGRANI BANK PLC,11,CHURAIN BAZAR,"Kalakopa, Nawabganj, Dhaka","23.66341110432476, 90.16156249013734",79703,0.22%,2022,38170899.75,31357501.84,629190.66,110108,DHAKA,DHAKA,NAWABGANJ
103,AGRANI BANK PLC,11,PAGLA BAZAR,"Pagla Bazar, Mymensingh","24.713695393806912, 90.43417791209116",75900,0.60%,2022,22407324.28,18407680.12,369351.5,110109,MYMENSINGH,MYMENSINGH,PAGLA
104,AGRANI BANK PLC,11,SONAKURA C & B BAZAR,"Shibpur, Brahmanbaria","24.039908872189653, 90.74010670699056",136716,0.38%,2022,65475369.47,53788200.76,1079264.33,110110,DHAKA,NARSHINGDI,SHIBPUR
105,AGRANI BANK PLC,11,BONORUPA,Banorupa Rangamati,"22.655844608187298, 92.17889331204829",64500,0.23%,2022,30279101.6,24874367.4,499106.07,110111,CHATTOGRAM,RANGAMATI,KOTWALI_RANGAMATI
106,AGRANI BANK PLC,11,RANGAMATI,"Rangamati Sadar, Rangamati","22.65394114826834, 92.17535799142733",82091,0.29%,2022,38537038.4,31658285.78,635225.91,110112,CHATTOGRAM,RANGAMATI,KOTWALI_RANGAMATI
107,AGRANI BANK PLC,11,DECRIRCHAR HAT,"Kalkini Bazar, Kalkini, Madaripur 7920","23.07270156787176, 90.2426701832204",90794,0.25%,2022,43482577.92,35721060.45,716745.79,110113,DHAKA,MADARIPUR,KALKINI
108,AGRANI BANK PLC,11,BANGLADESH HAT,"Gharpara, Manikganj","23.908893828687518, 89.98126740511576",54571,0.15%,2022,26134861.76,21469862.67,430794.42,110114,DHAKA,MANIKGANJ,MANIKGANJ SADAR
109,AGRANI BANK PLC,11,BOKTERPUR,"Naldanga Bazar, Kaliganj, Jhenaidah 7300","23.441597488930917, 89.16914234258499",96211,0.26%,2022,46077031.99,37852411.78,759511.52,110115,DHAKA,GAZIPUR,KALIGANJ
110,AGRANI BANK PLC,11,RAYERBAG,"Rayerbagh, Kadamtali, Dhaka","23.70427400091289, 90.4352257432675",424190,1.16%,2022,203151258.5,166889332,3348647.12,110116,DHAKA,DHAKA,KADAMTOLI
111,AGRANI BANK PLC,11,KALIGANJ BAZAR,"Kaliganj Bazar, Kotalipara, Gopalganj","23.735792458539258, 90.40016442128172",80427,0.22%,2022,38517883.76,31642550.19,634910.17,110117,DHAKA,GOPALGANJ,KOTWALIPARA
112,AGRANI BANK PLC,11,BHIMGONJ BAZAR,"Vimganj Bazar, Sherpur","24.957381944988263, 90.07413355442407",174013,1.38%,2022,51372304.05,42202492.73,846796.22,110118,MYMENSINGH,SHERPUR,SHERPUR SADAR
113,AGRANI BANK PLC,11,BSMRSTU,"BSMRSTU Branch ATM, Gopalganj","23.008475309150366, 89.82869599671045",120403,0.33%,2022,57662793.42,47370147.49,950485.61,110119,DHAKA,GOPALGANJ,GOPALGANJ SADAR
114,AGRANI BANK PLC,11,SREEBORDI,"Mollah Market, Sreebardi, Sherpur","23.3068790613235, 89.5912103163444",259648,2.07%,2022,76653714.56,62971242.79,1263522.77,110120,MYMENSINGH,SHERPUR,SREEBORDI
115,AGRANI BANK PLC,11,AMRATALI BAZAR,"Barura Road, Amratali, Barura, Comilla 3500","23.396827846013977, 91.08558924089947",133689,0.47%,2022,62759356.38,51556988.34,1034494.89,110121,CHATTOGRAM,CUMILLA,BARURA
116,AGRANI BANK PLC,11,BSCIC,"Ranir Bazar Road, Sadar, Comilla 3500","23.459700508862934, 91.17348568430799",41324,0.15%,2022,19399493.84,15936738.92,319771.88,110122,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
117,AGRANI BANK PLC,11,BALUTUPA,"Old Chittagong Road, Chapapur, Kotwali, Comilla 3500","22.405251142677805, 91.83322617743954",38742,0.14%,2022,18187025.47,14940692.74,299786.13,110123,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
118,AGRANI BANK PLC,11,BATAISORI BAZAR,"Bataisari Bazar, Barura, Comilla 3560","23.377831726145935, 91.05505225377561",162047,0.57%,2022,76071947.12,62493319.2,1253933.19,110124,CHATTOGRAM,CUMILLA,BARURA
119,AGRANI BANK PLC,11,BAKSHAGANJ,"Bakshaganj, Hossamia, Nangalkot, Comilla 3583","23.062752900711924, 91.24583244725001",93497,0.33%,2022,43891408.32,36056915.77,723484.75,110125,CHATTOGRAM,CUMILLA,NANGOLKOT
120,AGRANI BANK PLC,11,CHANDINA,"Chandina, Comilla 3510","23.49005735435871, 90.99414839857381",350273,1.23%,2022,164433258.6,135082385.9,2710438.33,110126,CHATTOGRAM,CUMILLA,CHANDINA
121,AGRANI BANK PLC,11,HASANPUR,"Bakshaganj Road, Dhalua Bazar, Nangalkot, Comilla 3581","23.12513624849118, 91.2356211083505",104716,0.37%,2022,49158377.32,40383745.67,810302.92,110127,CHATTOGRAM,CUMILLA,NANGOLKOT
122,AGRANI BANK PLC,11,HOMNA,"Homna, Comilla 3546","23.683412483704974, 90.78152761392276",206386,0.73%,2022,96886492.82,79592527.22,1597030.1,110128,CHATTOGRAM,CUMILLA,HOMNA
123,AGRANI BANK PLC,11,JAHAPUR,"Jahapur, Muradnagar, Comilla 3540","23.621241366941664, 90.8597919102143",523556,1.84%,2022,245779775,201908778.6,4051314.97,110129,CHATTOGRAM,CUMILLA,MURADNAGAR
124,AGRANI BANK PLC,11,JHALAM BAZAR,"Jhalam Bazar, Barura, Comilla 3560","23.388506550562035, 90.98550798787727",109382,0.39%,2022,51348564.31,42182990.46,846404.91,110130,CHATTOGRAM,CUMILLA,BARURA
125,AGRANI BANK PLC,11,KASHINAGAR,"Kashinagar Bazar, Chauddagram, Comilla 3550","23.32047505002354, 91.22471814695018",199642,0.70%,2022,93720380.48,76991556.99,1544841.44,110131,CHATTOGRAM,CUMILLA,CHAUDDAGRAM
126,AGRANI BANK PLC,11,PADUAR BAZAR,"Bisha Road, Paduar Bazar, Ahmednagar, Sadar South, Comilla 3502","23.78709217220341, 91.14934245291302",258278,0.91%,2022,121246836.5,99604618.26,1998574.23,110132,CHATTOGRAM,CUMILLA,CUMILLA SADAR SOUTH
127,AGRANI BANK PLC,11,KHILA BAZAR,"Noakhali Road, Iqbal Nagar, Manoharganj, Comilla 3570","22.867156904448397, 91.1030144459566",137168,0.48%,2022,64392614.8,52898714.74,1061416.73,110133,CHATTOGRAM,CUMILLA,MONOHORGANJ
128,AGRANI BANK PLC,11,LAKSAM,"Dawlatganj Road, Laksam, Comilla 3570","23.237385561754767, 91.11917408381068",159875,0.56%,2022,75052072.5,61655489.32,1237122.07,110134,CHATTOGRAM,CUMILLA,LAKSHAM
129,AGRANI BANK PLC,11,MADHABPUR,"Brahmanbaria Road, Madhabpur, Brahmanpara, Comilla 3461","24.11456973657914, 91.2927145427462",110533,0.39%,2022,51889024.81,42626980.29,855313.6,110135,CHATTOGRAM,CUMILLA,BRAHMANPARA
130,AGRANI BANK PLC,11,DEBIDWAR,B.BARIA ROAD DEBIDWAR DEBIDWAR 3530 COMILLA,"23.550771158848665, 91.14745778137657",431352,1.52%,2022,202495239.3,166350410.4,3337833.61,110136,CHATTOGRAM,CUMILLA,DEBIDWAR
